employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Enersys,"Jan 30, 2009",30,Non-WARN,,,1 - Workforce Investment Area I,,1103,https://www.kansasworks.com/search/warn_lookups/1103
Premier Pneumatics,"Jan 21, 2009",12,Non-WARN,,,1 - Workforce Investment Area I,,1073,https://www.kansasworks.com/search/warn_lookups/1073
Learjet,"Feb 06, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1074,https://www.kansasworks.com/search/warn_lookups/1074
Hawker Beechcraft,"Feb 06, 2009",264,WARN,,,1 - Workforce Investment Area I,,1075,https://www.kansasworks.com/search/warn_lookups/1075
Circuit City,"Jan 16, 2009",40,Non-WARN,,,4 - Workforce Investment Area IV,,1077,https://www.kansasworks.com/search/warn_lookups/1077
GKN Aerospace Precision Machining,"Feb 13, 2009",15,Non-WARN,,,4 - Workforce Investment Area IV,,1078,https://www.kansasworks.com/search/warn_lookups/1078
Winfield Correctional Facility,"Feb 11, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1079,https://www.kansasworks.com/search/warn_lookups/1079
Senior Aerospace,"Feb 17, 2009",38,Non-WARN,,,4 - Workforce Investment Area IV,,1080,https://www.kansasworks.com/search/warn_lookups/1080
Mid Continent Instruments,"Feb 16, 2009",14,Non-WARN,,,4 - Workforce Investment Area IV,,1081,https://www.kansasworks.com/search/warn_lookups/1081
Mirror Inc,"Feb 12, 2009",15,Non-WARN,,,4 - Workforce Investment Area IV,,1082,https://www.kansasworks.com/search/warn_lookups/1082
Aero-Tech Engineering Inc,"Feb 11, 2009",43,Non-WARN,,,4 - Workforce Investment Area IV,,1083,https://www.kansasworks.com/search/warn_lookups/1083
Sonaca NMF,"Feb 17, 2009",12,Non-WARN,,,4 - Workforce Investment Area IV,,1084,https://www.kansasworks.com/search/warn_lookups/1084
Westland Corporation,"Jan 23, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1085,https://www.kansasworks.com/search/warn_lookups/1085
Cessna,"Feb 26, 2009",680,WARN,,,4 - Workforce Investment Area IV,,1086,https://www.kansasworks.com/search/warn_lookups/1086
Boeing,"Feb 24, 2009",30,WARN,,,4 - Workforce Investment Area IV,,1087,https://www.kansasworks.com/search/warn_lookups/1087
Harlow Aerostructures,"Feb 26, 2009",28,Non-WARN,,,4 - Workforce Investment Area IV,,1088,https://www.kansasworks.com/search/warn_lookups/1088
Center Industries,"Mar 03, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1089,https://www.kansasworks.com/search/warn_lookups/1089
Greenbush,"Feb 19, 2009",4,Non-WARN,El Dorado,67042,4 - Workforce Investment Area IV,"El Dorado Correctional Facility, 1737 SE Hwy 54; El Dorado, Kansas 67042",1090,https://www.kansasworks.com/search/warn_lookups/1090
AGCO,"Feb 26, 2009",30,Non-WARN,,,1 - Workforce Investment Area I,,1091,https://www.kansasworks.com/search/warn_lookups/1091
West Kansas Dairy of Coolidge,"Feb 18, 2009",0,Non-WARN,,,1 - Workforce Investment Area I,,1092,https://www.kansasworks.com/search/warn_lookups/1092
Johnson Controls,"Feb 25, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1093,https://www.kansasworks.com/search/warn_lookups/1093
Wichita Eagle,"Mar 09, 2009",21,Non-WARN,,,4 - Workforce Investment Area IV,,1094,https://www.kansasworks.com/search/warn_lookups/1094
Sears Holdings,"Feb 26, 2009",60,WARN,,,3 - Workforce Investment Area III,,1095,https://www.kansasworks.com/search/warn_lookups/1095
Anderson Services/Prologix,"Feb 24, 2009",155,WARN,,,3 - Workforce Investment Area III,,1096,https://www.kansasworks.com/search/warn_lookups/1096
Manufacturing Solutions,"Feb 18, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1097,https://www.kansasworks.com/search/warn_lookups/1097
Great Bend Industries,"Jan 28, 2009",29,Non-WARN,,,1 - Workforce Investment Area I,,1098,https://www.kansasworks.com/search/warn_lookups/1098
Lowen,"Feb 04, 2009",17,Non-WARN,,,1 - Workforce Investment Area I,,1099,https://www.kansasworks.com/search/warn_lookups/1099
Doonan Specialities,"Feb 03, 2009",35,Non-WARN,,,1 - Workforce Investment Area I,,1100,https://www.kansasworks.com/search/warn_lookups/1100
Pawnee Mental Health,"Jan 21, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1101,https://www.kansasworks.com/search/warn_lookups/1101
KMW Loaders,"Jan 27, 2009",38,Non-WARN,,,1 - Workforce Investment Area I,,1102,https://www.kansasworks.com/search/warn_lookups/1102
Natoma,"Jan 28, 2009",12,Non-WARN,,,1 - Workforce Investment Area I,,1104,https://www.kansasworks.com/search/warn_lookups/1104
New Age Industrial Corp Inc,"Jan 30, 2009",18,Non-WARN,,,1 - Workforce Investment Area I,,1105,https://www.kansasworks.com/search/warn_lookups/1105
Western Well,"Feb 17, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1106,https://www.kansasworks.com/search/warn_lookups/1106
Snorkel,"Nov 04, 2008",185,WARN,,,2 - Workforce Investment Area II,,1019,https://www.kansasworks.com/search/warn_lookups/1019
LAI LWIB Providers,"May 02, 2008",6,Non-WARN,,,1 - Workforce Investment Area I,,980,https://www.kansasworks.com/search/warn_lookups/980
Elliott Chevrolet,"Oct 29, 2008",3,Non-WARN,,,1 - Workforce Investment Area I,,1017,https://www.kansasworks.com/search/warn_lookups/1017
Dillon Stores,"Jan 29, 2008",96,WARN,,,3 - Workforce Investment Area III,,959,https://www.kansasworks.com/search/warn_lookups/959
Big Dog Motorcycle,"Jan 07, 2008",23,Non-WARN,,,4 - Workforce Investment Area IV,,954,https://www.kansasworks.com/search/warn_lookups/954
"Schult Homes and CMH Manufacturing IN.,","Jan 21, 2008",135,WARN,,,1 - Workforce Investment Area I,,955,https://www.kansasworks.com/search/warn_lookups/955
Sprint,"Jan 25, 2008",63,WARN,,,3 - Workforce Investment Area III,,956,https://www.kansasworks.com/search/warn_lookups/956
"Tyson Fresh Meats, Inc.","Jan 25, 2008",1550,WARN,,,5 - Workforce Investment Area V,,957,https://www.kansasworks.com/search/warn_lookups/957
Dillon Stores,"Jan 29, 2008",119,WARN,,,3 - Workforce Investment Area III,,958,https://www.kansasworks.com/search/warn_lookups/958
"Tyson Fresh Meats, Inc.","Feb 06, 2008",300,WARN,,,5 - Workforce Investment Area V,,960,https://www.kansasworks.com/search/warn_lookups/960
Alco-Duckwall,"Mar 10, 2008",4,Non-WARN,,,1 - Workforce Investment Area I,,961,https://www.kansasworks.com/search/warn_lookups/961
Sunglo,"Feb 25, 2008",18,Non-WARN,,,1 - Workforce Investment Area I,,962,https://www.kansasworks.com/search/warn_lookups/962
Anderson Service,"Jan 31, 2008",10,Non-WARN,,,4 - Workforce Investment Area IV,,963,https://www.kansasworks.com/search/warn_lookups/963
Sprint,"Apr 04, 2008",,WARN,,,3 - Workforce Investment Area III,,964,https://www.kansasworks.com/search/warn_lookups/964
I C M,"Apr 04, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,965,https://www.kansasworks.com/search/warn_lookups/965
Accenture,"Apr 15, 2008",11,Non-WARN,,,4 - Workforce Investment Area IV,,966,https://www.kansasworks.com/search/warn_lookups/966
National Automotive Manufacturing,"Feb 13, 2008",4,Non-WARN,,,1 - Workforce Investment Area I,,967,https://www.kansasworks.com/search/warn_lookups/967
Pizza Hut,"May 01, 2008",178,WARN,,,3 - Workforce Investment Area III,,968,https://www.kansasworks.com/search/warn_lookups/968
Brooke Capital Corporation,"May 05, 2008",,WARN,,,3 - Workforce Investment Area III,,969,https://www.kansasworks.com/search/warn_lookups/969
Alco-Duckwall,"May 06, 2008",27,Non-WARN,,,1 - Workforce Investment Area I,,970,https://www.kansasworks.com/search/warn_lookups/970
Big Dog Motorcycles,"May 20, 2008",23,Non-WARN,,,4 - Workforce Investment Area IV,,971,https://www.kansasworks.com/search/warn_lookups/971
Springhouse Frozen Foods,"May 27, 2008",9,Non-WARN,,,1 - Workforce Investment Area I,,972,https://www.kansasworks.com/search/warn_lookups/972
Arbor Education & Training,"May 20, 2008",,Non-WARN,,,4 - Workforce Investment Area IV,,973,https://www.kansasworks.com/search/warn_lookups/973
Air Midwest,"May 19, 2008",89,WARN,,,4 - Workforce Investment Area IV,,974,https://www.kansasworks.com/search/warn_lookups/974
Urban League of Kansas,"May 20, 2008",6,Non-WARN,,,4 - Workforce Investment Area IV,,975,https://www.kansasworks.com/search/warn_lookups/975
Brooke Capital Corporation,"Jun 06, 2008",56,WARN,,,3 - Workforce Investment Area III,,976,https://www.kansasworks.com/search/warn_lookups/976
Heartland Cement Company,"May 28, 2008",100,WARN,,,5 - Workforce Investment Area V,,977,https://www.kansasworks.com/search/warn_lookups/977
Embarq,"Jun 12, 2008",103,WARN,,,3 - Workforce Investment Area III,,978,https://www.kansasworks.com/search/warn_lookups/978
Meridian Automotive Systems,"Jul 01, 2008",114,WARN,,,3 - Workforce Investment Area III,,979,https://www.kansasworks.com/search/warn_lookups/979
Peterson Industries,"Jul 07, 2008",40,Non-WARN,,,1 - Workforce Investment Area I,,981,https://www.kansasworks.com/search/warn_lookups/981
The Woodlands,"Jul 22, 2008",210,WARN,,,3 - Workforce Investment Area III,,982,https://www.kansasworks.com/search/warn_lookups/982
Bennigan's,"Jul 30, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,983,https://www.kansasworks.com/search/warn_lookups/983
Falley's Store #626,"Jun 26, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,984,https://www.kansasworks.com/search/warn_lookups/984
JcPenney,"Aug 12, 2008",12,Non-WARN,,,1 - Workforce Investment Area I,,985,https://www.kansasworks.com/search/warn_lookups/985
Brooke Insurance,"Aug 12, 2008",116,Non-WARN,,,1 - Workforce Investment Area I,,986,https://www.kansasworks.com/search/warn_lookups/986
"Superior Industries International, Inc.","Aug 19, 2008",600,WARN,,,5 - Workforce Investment Area V,,987,https://www.kansasworks.com/search/warn_lookups/987
Nu Wa Industries Inc.,"Aug 21, 2008",111,WARN,,,5 - Workforce Investment Area V,,988,https://www.kansasworks.com/search/warn_lookups/988
Big Dog Motorcycles,"Sep 03, 2008",45,Non-WARN,,,4 - Workforce Investment Area IV,,989,https://www.kansasworks.com/search/warn_lookups/989
Snorkel International,"Aug 26, 2008",125,Non-WARN,,,2 - Workforce Investment Area II,,990,https://www.kansasworks.com/search/warn_lookups/990
Hawker Beechcraft,"Nov 03, 2008",450,WARN,,,4 - Workforce Investment Area IV,,1018,https://www.kansasworks.com/search/warn_lookups/1018
Tandem Library Group,"Apr 10, 2008",30,Non-WARN,,,2 - Workforce Investment Area II,,991,https://www.kansasworks.com/search/warn_lookups/991
AT&T,"Jun 13, 2008",85,Non-WARN,,,4 - Workforce Investment Area IV,,992,https://www.kansasworks.com/search/warn_lookups/992
TECT Aerospace,"Aug 13, 2008",4,Non-WARN,,,4 - Workforce Investment Area IV,,993,https://www.kansasworks.com/search/warn_lookups/993
Accenture,"Sep 11, 2008",30,Non-WARN,,,4 - Workforce Investment Area IV,,994,https://www.kansasworks.com/search/warn_lookups/994
American Red Cross,"Aug 25, 2008",5,Non-WARN,,,4 - Workforce Investment Area IV,,995,https://www.kansasworks.com/search/warn_lookups/995
TECT Aerospace,"Sep 16, 2008",30,Non-WARN,,,4 - Workforce Investment Area IV,,996,https://www.kansasworks.com/search/warn_lookups/996
Auth-Florence Mfg,"Sep 08, 2008",31,Non-WARN,,,2 - Workforce Investment Area II,,997,https://www.kansasworks.com/search/warn_lookups/997
Arrow Speed Warehouse,"Sep 22, 2008",,Non-WARN,,,3 - Workforce Investment Area III,,998,https://www.kansasworks.com/search/warn_lookups/998
Juvenile Correctional Facility/Atchison,"Sep 10, 2008",78,Non-WARN,,,2 - Workforce Investment Area II,,999,https://www.kansasworks.com/search/warn_lookups/999
YRC Worldwide's Norht American Transportation,"Sep 29, 2008",86,WARN,,,2 - Workforce Investment Area II,,1000,https://www.kansasworks.com/search/warn_lookups/1000
ICM,"Oct 01, 2008",73,Non-WARN,,,4 - Workforce Investment Area IV,,1001,https://www.kansasworks.com/search/warn_lookups/1001
Acme Brick,"Sep 16, 2008",30,Non-WARN,,,1 - Workforce Investment Area I,,1002,https://www.kansasworks.com/search/warn_lookups/1002
APL Logistics,"Oct 08, 2008",104,WARN,,,4 - Workforce Investment Area IV,,1003,https://www.kansasworks.com/search/warn_lookups/1003
"CDG Management, LLC","Oct 08, 2008",58,WARN,,,5 - Workforce Investment Area V,,1004,https://www.kansasworks.com/search/warn_lookups/1004
Skyline Homes,"Oct 13, 2008",15,Non-WARN,,,4 - Workforce Investment Area IV,,1005,https://www.kansasworks.com/search/warn_lookups/1005
GKN Armstrong Wheels,"Oct 14, 2008",9,Non-WARN,,,4 - Workforce Investment Area IV,,1006,https://www.kansasworks.com/search/warn_lookups/1006
GKN Aerospace Precision Machining,"Oct 15, 2008",14,Non-WARN,,,4 - Workforce Investment Area IV,,1007,https://www.kansasworks.com/search/warn_lookups/1007
Golden Living Center,"Oct 07, 2008",35,Non-WARN,,,1 - Workforce Investment Area I,,1008,https://www.kansasworks.com/search/warn_lookups/1008
Plastics Extrusion Machinery,"Oct 09, 2008",3,Non-WARN,,,1 - Workforce Investment Area I,,1009,https://www.kansasworks.com/search/warn_lookups/1009
Plastics Extrusion Machinery,"Oct 09, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1010,https://www.kansasworks.com/search/warn_lookups/1010
Gregory Inc.,"Oct 16, 2008",6,Non-WARN,,,1 - Workforce Investment Area I,,1011,https://www.kansasworks.com/search/warn_lookups/1011
Clark Manufacturing Inc,"Oct 21, 2008",8,Non-WARN,,,4 - Workforce Investment Area IV,,1012,https://www.kansasworks.com/search/warn_lookups/1012
Progress Rail Services,"Oct 14, 2008",44,WARN,,,2 - Workforce Investment Area II,,1013,https://www.kansasworks.com/search/warn_lookups/1013
BCI,"Oct 14, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1014,https://www.kansasworks.com/search/warn_lookups/1014
Norcraft Companies Inc.,"Oct 21, 2008",35,Non-WARN,,,1 - Workforce Investment Area I,,1015,https://www.kansasworks.com/search/warn_lookups/1015
EnerSys,"Oct 29, 2008",4,Non-WARN,,,1 - Workforce Investment Area I,,1016,https://www.kansasworks.com/search/warn_lookups/1016
Golden Living Center - Marion,"Oct 16, 2008",25,Non-WARN,,,1 - Workforce Investment Area I,,1020,https://www.kansasworks.com/search/warn_lookups/1020
Crestwood,"Nov 05, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1021,https://www.kansasworks.com/search/warn_lookups/1021
ElDorardo,"Nov 06, 2008",31,Non-WARN,,,1 - Workforce Investment Area I,,1023,https://www.kansasworks.com/search/warn_lookups/1023
"Nu Wa Industries, Inc.","Nov 06, 2008",100,WARN,,,5 - Workforce Investment Area V,,1024,https://www.kansasworks.com/search/warn_lookups/1024
BlueCross BlueShield of Kansas City,"Nov 07, 2008",121,WARN,,,3 - Workforce Investment Area III,,1025,https://www.kansasworks.com/search/warn_lookups/1025
Payless Shoesource,"Nov 11, 2008",425,WARN,,,2 - Workforce Investment Area II,,1026,https://www.kansasworks.com/search/warn_lookups/1026
Thomas Implement Co.,"Oct 22, 2008",12,Non-WARN,,,1 - Workforce Investment Area I,,1027,https://www.kansasworks.com/search/warn_lookups/1027
"ABX Air, Inc.","Nov 14, 2008",90,WARN,,,3 - Workforce Investment Area III,,1028,https://www.kansasworks.com/search/warn_lookups/1028
RV Products,"Nov 19, 2008",128,Non-WARN,,,4 - Workforce Investment Area IV,,1029,https://www.kansasworks.com/search/warn_lookups/1029
Sherwin Williams,"Nov 20, 2008",21,Non-WARN,,,4 - Workforce Investment Area IV,,1030,https://www.kansasworks.com/search/warn_lookups/1030
Cessna,"Dec 01, 2008",520,WARN,,,4 - Workforce Investment Area IV,,1031,https://www.kansasworks.com/search/warn_lookups/1031
Wear Technology,"Nov 13, 2008",11,Non-WARN,,,1 - Workforce Investment Area I,,1032,https://www.kansasworks.com/search/warn_lookups/1032
QTG,"Dec 01, 2008",82,WARN,,,2 - Workforce Investment Area II,,1033,https://www.kansasworks.com/search/warn_lookups/1033
Capital One,"Dec 01, 2008",,WARN,,,3 - Workforce Investment Area III,,1034,https://www.kansasworks.com/search/warn_lookups/1034
Boeing,"Nov 24, 2008",37,WARN,,,4 - Workforce Investment Area IV,,1035,https://www.kansasworks.com/search/warn_lookups/1035
Sonaca NMF,"Dec 04, 2008",11,Non-WARN,,,4 - Workforce Investment Area IV,,1036,https://www.kansasworks.com/search/warn_lookups/1036
Grainbelt,"Dec 03, 2008",17,Non-WARN,,,1 - Workforce Investment Area I,,1037,https://www.kansasworks.com/search/warn_lookups/1037
APAC - Shears,"Nov 26, 2008",,Non-WARN,,,1 - Workforce Investment Area I,,1038,https://www.kansasworks.com/search/warn_lookups/1038
Linens & Things,"Dec 10, 2008",15,Non-WARN,,,4 - Workforce Investment Area IV,,1039,https://www.kansasworks.com/search/warn_lookups/1039
Kongsberg Automotive,"Dec 09, 2008",99,WARN,,,4 - Workforce Investment Area IV,,1040,https://www.kansasworks.com/search/warn_lookups/1040
Pioneer Balloon Company,"Dec 09, 2008",25,Non-WARN,,,4 - Workforce Investment Area IV,,1041,https://www.kansasworks.com/search/warn_lookups/1041
Central Plastics,"Dec 11, 2008",95,Non-WARN,,,1 - Workforce Investment Area I,,1042,https://www.kansasworks.com/search/warn_lookups/1042
Steve & Barry's,"Dec 19, 2008",30,Non-WARN,,,4 - Workforce Investment Area IV,,1043,https://www.kansasworks.com/search/warn_lookups/1043
PlasticFab,"Dec 22, 2008",20,Non-WARN,,,4 - Workforce Investment Area IV,,1044,https://www.kansasworks.com/search/warn_lookups/1044
KASA Industrial Controls,"Dec 16, 2008",25,Non-WARN,,,1 - Workforce Investment Area I,,1046,https://www.kansasworks.com/search/warn_lookups/1046
Central Plastics Inc,"Dec 11, 2008",10,Non-WARN,,,1 - Workforce Investment Area I,,1047,https://www.kansasworks.com/search/warn_lookups/1047
Eaton Corporation,"Dec 22, 2008",32,Non-WARN,,,1 - Workforce Investment Area I,,1048,https://www.kansasworks.com/search/warn_lookups/1048
St Francis,"Dec 30, 2008",20,Non-WARN,,,1 - Workforce Investment Area I,,1049,https://www.kansasworks.com/search/warn_lookups/1049
Parker Hannifin,"Dec 01, 2008",39,Non-WARN,,,2 - Workforce Investment Area II,,1055,https://www.kansasworks.com/search/warn_lookups/1055
MGP Ingredients,"Oct 22, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1056,https://www.kansasworks.com/search/warn_lookups/1056
AT & T,"Dec 17, 2008",12,Non-WARN,,,2 - Workforce Investment Area II,,1057,https://www.kansasworks.com/search/warn_lookups/1057
Amarr Garage Door Group,"Dec 05, 2008",100,Non-WARN,,,2 - Workforce Investment Area II,,1058,https://www.kansasworks.com/search/warn_lookups/1058
Ks St Racing & Gaming Comm,"Dec 30, 2008",10,Non-WARN,,,2 - Workforce Investment Area II,,1059,https://www.kansasworks.com/search/warn_lookups/1059
KVC Behavioral Health Care,"Dec 09, 2008",,Non-WARN,,,2 - Workforce Investment Area II,,1162,https://www.kansasworks.com/search/warn_lookups/1162
The Boeing Company,"Jan 24, 2007",54,WARN,,,4 - Workforce Investment Area IV,,917,https://www.kansasworks.com/search/warn_lookups/917
Collins Industries,"Jan 09, 2007",130,WARN,,,1 - Workforce Investment Area I,,913,https://www.kansasworks.com/search/warn_lookups/913
Bombardier,"Jan 18, 2007",30,Non-WARN,,,4 - Workforce Investment Area IV,,916,https://www.kansasworks.com/search/warn_lookups/916
"Armour-Eckrich Meats, LLC","Feb 01, 2007",280,WARN,,,3 - Workforce Investment Area III,,918,https://www.kansasworks.com/search/warn_lookups/918
"CNH America, LLC","Feb 14, 2007",22,Non-WARN,,,3 - Workforce Investment Area III,,919,https://www.kansasworks.com/search/warn_lookups/919
Yellow Book USA,"Mar 01, 2007",,WARN,,,1 - Workforce Investment Area I,,920,https://www.kansasworks.com/search/warn_lookups/920
"Tier Technologies, Inc.","Mar 12, 2007",75,WARN,,,2 - Workforce Investment Area II,,921,https://www.kansasworks.com/search/warn_lookups/921
PrintXcel of Cenveo Corp,"Mar 21, 2007",91,WARN,,,5 - Workforce Investment Area V,,922,https://www.kansasworks.com/search/warn_lookups/922
Ziegler True Value,"Mar 19, 2007",9,Non-WARN,,,4 - Workforce Investment Area IV,,923,https://www.kansasworks.com/search/warn_lookups/923
Price Mart,"Mar 05, 2007",,Non-WARN,,,1 - Workforce Investment Area I,,924,https://www.kansasworks.com/search/warn_lookups/924
Big Dog Motorcycle,"Mar 31, 2007",18,Non-WARN,,,4 - Workforce Investment Area IV,,925,https://www.kansasworks.com/search/warn_lookups/925
Kansas Dept Labor,"Apr 11, 2007",17,Non-WARN,,,4 - Workforce Investment Area IV,,926,https://www.kansasworks.com/search/warn_lookups/926
"Cardinal Brands, Inc.","Apr 19, 2007",120,WARN,,,2 - Workforce Investment Area II,,928,https://www.kansasworks.com/search/warn_lookups/928
Lear Siegler Services,"May 25, 2007",,WARN,,,2 - Workforce Investment Area II,,929,https://www.kansasworks.com/search/warn_lookups/929
Yellow Book,"May 09, 2007",7,Non-WARN,,,4 - Workforce Investment Area IV,,930,https://www.kansasworks.com/search/warn_lookups/930
Wichita Area Technical College,"May 02, 2007",30,Non-WARN,,,4 - Workforce Investment Area IV,,931,https://www.kansasworks.com/search/warn_lookups/931
"Yum, Inc.","Jun 14, 2007",18,Non-WARN,,,4 - Workforce Investment Area IV,,932,https://www.kansasworks.com/search/warn_lookups/932
"Optima Bus Corp., LLC","Jun 06, 2007",217,WARN,,,4 - Workforce Investment Area IV,,934,https://www.kansasworks.com/search/warn_lookups/934
A+ Galvanizing,"Jul 03, 2007",20,Non-WARN,,,1 - Workforce Investment Area I,,935,https://www.kansasworks.com/search/warn_lookups/935
Tier Technologies,"May 07, 2007",60,Non-WARN,,,2 - Workforce Investment Area II,,936,https://www.kansasworks.com/search/warn_lookups/936
Topeka Housing Authority,"May 25, 2007",6,Non-WARN,,,2 - Workforce Investment Area II,,937,https://www.kansasworks.com/search/warn_lookups/937
NuComm International,"Jul 23, 2007",165,WARN,,,4 - Workforce Investment Area IV,,938,https://www.kansasworks.com/search/warn_lookups/938
Central Plains Book,"Jul 26, 2007",64,Non-WARN,,,4 - Workforce Investment Area IV,,939,https://www.kansasworks.com/search/warn_lookups/939
"Ankmar, LLC","Aug 08, 2007",67,WARN,,,3 - Workforce Investment Area III,,940,https://www.kansasworks.com/search/warn_lookups/940
"Windstream Communications, Inc.","Sep 05, 2007",132,WARN,,,1 - Workforce Investment Area I,,941,https://www.kansasworks.com/search/warn_lookups/941
American Waste Management,"Sep 05, 2007",17,Non-WARN,,,4 - Workforce Investment Area IV,,942,https://www.kansasworks.com/search/warn_lookups/942
Kansas Gaming Commission,"Sep 28, 2007",9,Non-WARN,,,5 - Workforce Investment Area V,,943,https://www.kansasworks.com/search/warn_lookups/943
Wichita Greyhound Park,"Oct 01, 2007",100,Non-WARN,,,4 - Workforce Investment Area IV,,944,https://www.kansasworks.com/search/warn_lookups/944
Kansas Gaming Commission,"Sep 28, 2007",,Non-WARN,,,4 - Workforce Investment Area IV,,945,https://www.kansasworks.com/search/warn_lookups/945
First Horizon,"Oct 16, 2007",93,WARN,,,3 - Workforce Investment Area III,,946,https://www.kansasworks.com/search/warn_lookups/946
Salina Regional Medical Center,"Sep 05, 2007",17,Non-WARN,,,1 - Workforce Investment Area I,,947,https://www.kansasworks.com/search/warn_lookups/947
LSI Corporation,"Nov 09, 2007",217,WARN,,,4 - Workforce Investment Area IV,,948,https://www.kansasworks.com/search/warn_lookups/948
SAIC - From Science to Solutions,"Nov 13, 2007",,WARN,,,3 - Workforce Investment Area III,,949,https://www.kansasworks.com/search/warn_lookups/949
BlueCross BlueShield of Kansas,"Dec 03, 2007",,WARN,,,2 - Workforce Investment Area II,,951,https://www.kansasworks.com/search/warn_lookups/951
Great American Supplemental Benefits Group,"Nov 30, 2007",105,WARN,,,3 - Workforce Investment Area III,,952,https://www.kansasworks.com/search/warn_lookups/952
Typed Letters Corp,"Dec 14, 2007",27,Non-WARN,,,4 - Workforce Investment Area IV,,953,https://www.kansasworks.com/search/warn_lookups/953
ElDorado,"Nov 06, 2007",31,Non-WARN,,,1 - Workforce Investment Area I,,1022,https://www.kansasworks.com/search/warn_lookups/1022
Cato,"Apr 25, 2006",3,Non-WARN,,,1 - Workforce Investment Area I,,872,https://www.kansasworks.com/search/warn_lookups/872
Marshall and Ilsley Company,"Jan 20, 2006",137,WARN,,,3 - Workforce Investment Area III,,840,https://www.kansasworks.com/search/warn_lookups/840
Neschen USA,"Mar 02, 2006",20,Non-WARN,,,4 - Workforce Investment Area IV,,841,https://www.kansasworks.com/search/warn_lookups/841
Bombardier,"Jan 18, 2006",15,Non-WARN,,,4 - Workforce Investment Area IV,,842,https://www.kansasworks.com/search/warn_lookups/842
Emmis Communication,"Jan 19, 2006",25,Non-WARN,,,4 - Workforce Investment Area IV,,844,https://www.kansasworks.com/search/warn_lookups/844
The Boeing Company,"Jan 23, 2006",82,WARN,,,5 - Workforce Investment Area V,,845,https://www.kansasworks.com/search/warn_lookups/845
Northwest Airlines,"Jan 23, 2006",21,Non-WARN,,,4 - Workforce Investment Area IV,,846,https://www.kansasworks.com/search/warn_lookups/846
Job Readiness Training,"Feb 17, 2006",5,Non-WARN,,,4 - Workforce Investment Area IV,,847,https://www.kansasworks.com/search/warn_lookups/847
Cracker Barrel Old Country Store Inc.,"Feb 21, 2006",,Non-WARN,,,3 - Workforce Investment Area III,,848,https://www.kansasworks.com/search/warn_lookups/848
Department of Defense,"Feb 23, 2006",5,Non-WARN,Fort Riley,66442,2 - Workforce Investment Area II,"DRMO Riley, DRMS_OCEO PO Box 2490; Fort Riley, Kansas 66442",849,https://www.kansasworks.com/search/warn_lookups/849
Department of Defense,"Feb 23, 2006",5,Non-WARN,Wichita,67221,3 - Workforce Investment Area III,"DRMO Riley, DRMS_OCEY 53546 Mulvane Road; Wichita, Kansas 67221",850,https://www.kansasworks.com/search/warn_lookups/850
Consolidated Manufacturing Inc.,"Mar 06, 2006",101,Non-WARN,,,1 - Workforce Investment Area I,,851,https://www.kansasworks.com/search/warn_lookups/851
Sagebrush Corp,"Jan 04, 2006",9,Non-WARN,,,2 - Workforce Investment Area II,,852,https://www.kansasworks.com/search/warn_lookups/852
Reliable Automotive,"Mar 10, 2006",60,Non-WARN,,,3 - Workforce Investment Area III,,856,https://www.kansasworks.com/search/warn_lookups/856
Consolidated Manufacturing,"Feb 28, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,857,https://www.kansasworks.com/search/warn_lookups/857
Sappa Valley Youth Ranch,"Feb 16, 2006",40,Non-WARN,,,1 - Workforce Investment Area I,,858,https://www.kansasworks.com/search/warn_lookups/858
"Bremson Data Systems, Inc.","Mar 23, 2006",12,Non-WARN,,,3 - Workforce Investment Area III,,859,https://www.kansasworks.com/search/warn_lookups/859
"King Louie International, Inc","Mar 22, 2006",166,WARN,Baxter Springs,,5 - Workforce Investment Area V,"2700 Roberts Road; Baxter Springs,",860,https://www.kansasworks.com/search/warn_lookups/860
"King Louie International, Inc- Pro Fit Cap Company","Mar 22, 2006",,Non-WARN,,,5 - Workforce Investment Area V,,861,https://www.kansasworks.com/search/warn_lookups/861
Dusty Rhodes Homes,"Mar 30, 2006",2,Non-WARN,,,3 - Workforce Investment Area III,,862,https://www.kansasworks.com/search/warn_lookups/862
VF Corporation,"Apr 10, 2006",93,WARN,Lenexa,66219,3 - Workforce Investment Area III,"16910 West 116th; Lenexa, Kansas 66219",863,https://www.kansasworks.com/search/warn_lookups/863
