,company_name,location,notice_date,employees_affected,WARN Type,Address,URL
695,Yellow Book,,"May 09, 2007",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/930
696,Wichita Area Technical College,,"May 02, 2007",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/931
697,"Yum, Inc.",,"Jun 14, 2007",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/932
698,"Optima Bus Corp., LLC",,"Jun 06, 2007",217.0,WARN,,https://www.kansasworks.com/search/warn_lookups/934
699,A+ Galvanizing,,"Jul 03, 2007",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/935
700,Tier Technologies,,"May 07, 2007",60.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/936
701,Topeka Housing Authority,,"May 25, 2007",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/937
702,NuComm International,,"Jul 23, 2007",165.0,WARN,,https://www.kansasworks.com/search/warn_lookups/938
703,Central Plains Book,,"Jul 26, 2007",64.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/939
704,"Ankmar, LLC",,"Aug 08, 2007",67.0,WARN,,https://www.kansasworks.com/search/warn_lookups/940
705,"Windstream Communications, Inc.",,"Sep 05, 2007",132.0,WARN,,https://www.kansasworks.com/search/warn_lookups/941
706,American Waste Management,,"Sep 05, 2007",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/942
707,Kansas Gaming Commission,,"Sep 28, 2007",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/943
708,Wichita Greyhound Park,,"Oct 01, 2007",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/944
709,Kansas Gaming Commission,,"Sep 28, 2007",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/945
710,First Horizon,,"Oct 16, 2007",93.0,WARN,,https://www.kansasworks.com/search/warn_lookups/946
711,Salina Regional Medical Center,,"Sep 05, 2007",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/947
712,LSI Corporation,,"Nov 09, 2007",217.0,WARN,,https://www.kansasworks.com/search/warn_lookups/948
713,SAIC - From Science to Solutions,,"Nov 13, 2007",,WARN,,https://www.kansasworks.com/search/warn_lookups/949
714,BlueCross BlueShield of Kansas,,"Dec 03, 2007",,WARN,,https://www.kansasworks.com/search/warn_lookups/951
715,Great American Supplemental Benefits Group,,"Nov 30, 2007",105.0,WARN,,https://www.kansasworks.com/search/warn_lookups/952
716,Typed Letters Corp,,"Dec 14, 2007",27.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/953
717,ElDorado,,"Nov 06, 2007",31.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1022
718,Cato,,"Apr 25, 2006",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/872
719,Marshall and Ilsley Company,,"Jan 20, 2006",137.0,WARN,,https://www.kansasworks.com/search/warn_lookups/840
720,Neschen USA,,"Mar 02, 2006",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/841
721,Bombardier,,"Jan 18, 2006",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/842
722,Emmis Communication,,"Jan 19, 2006",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/844
723,The Boeing Company,,"Jan 23, 2006",82.0,WARN,,https://www.kansasworks.com/search/warn_lookups/845
724,Northwest Airlines,,"Jan 23, 2006",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/846
725,Job Readiness Training,,"Feb 17, 2006",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/847
726,Cracker Barrel Old Country Store Inc.,,"Feb 21, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/848
727,Department of Defense,Fort Riley,"Feb 23, 2006",5.0,Non-WARN,"DRMO Riley, DRMS_OCEO PO Box 2490; Fort Riley, Kansas 66442",https://www.kansasworks.com/search/warn_lookups/849
728,Department of Defense,Wichita,"Feb 23, 2006",5.0,Non-WARN,"DRMO Riley, DRMS_OCEY 53546 Mulvane Road; Wichita, Kansas 67221",https://www.kansasworks.com/search/warn_lookups/850
729,Consolidated Manufacturing Inc.,,"Mar 06, 2006",101.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/851
730,Sagebrush Corp,,"Jan 04, 2006",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/852
731,Reliable Automotive,,"Mar 10, 2006",60.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/856
732,Consolidated Manufacturing,,"Feb 28, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/857
733,Sappa Valley Youth Ranch,,"Feb 16, 2006",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/858
734,"Bremson Data Systems, Inc.",,"Mar 23, 2006",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/859
735,"King Louie International, Inc",Baxter Springs,"Mar 22, 2006",166.0,WARN,"2700 Roberts Road; Baxter Springs,",https://www.kansasworks.com/search/warn_lookups/860
736,"King Louie International, Inc- Pro Fit Cap Company",,"Mar 22, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/861
737,Dusty Rhodes Homes,,"Mar 30, 2006",2.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/862
738,VF Corporation,Lenexa,"Apr 10, 2006",93.0,WARN,"16910 West 116th; Lenexa, Kansas 66219",https://www.kansasworks.com/search/warn_lookups/863
739,SJL of Kansas,,"Apr 12, 2006",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/866
740,King of the Road,,"Apr 18, 2006",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/867
741,Beloit Juvenile Correctional Facility,,"Mar 24, 2006",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/868
742,St. Francis,,"Mar 24, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/869
743,The North Face,,"Apr 10, 2006",93.0,WARN,,https://www.kansasworks.com/search/warn_lookups/870
744,The Boeing Company,,"Apr 18, 2006",313.0,WARN,,https://www.kansasworks.com/search/warn_lookups/871
745,APAC Customer Services,Wichita,"Apr 27, 2006",272.0,WARN,"600 B South Tyler; Wichita,",https://www.kansasworks.com/search/warn_lookups/873
746,Ryan International Airlines,,"May 12, 2006",127.0,WARN,,https://www.kansasworks.com/search/warn_lookups/874
747,Ryan International Airlines,,"May 12, 2006",127.0,WARN,,https://www.kansasworks.com/search/warn_lookups/875
748,Reliance Integrated Solutions LLC,Wichita,"May 12, 2006",14.0,Non-WARN,"8300 East Thorn Drive STE 100; Wichita, Kansas 67226",https://www.kansasworks.com/search/warn_lookups/876
749,Monsanto Swine Research Facility,,"Apr 12, 2006",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/877
750,"Sears, Roebuck and Company",Leavenworth,"Jun 15, 2006",,WARN,,https://www.kansasworks.com/search/warn_lookups/878
751,Prairie State Bank,,"Jun 16, 2006",23.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/879
752,Aerospace Transportation Products,,"Jun 20, 2006",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/880
753,Blount International Inc.,Coffeyville,"Jun 29, 2006",181.0,WARN,"2612 N US Hwy 169; Coffeyville,",https://www.kansasworks.com/search/warn_lookups/881
754,Osco,,"Jun 26, 2006",69.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/882
755,"Diagraph Label, Inc.",,"Jun 26, 2006",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/883
756,Osco Drug,,"Jun 26, 2006",22.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/884
757,Norwich Care Center,,"Jul 17, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/885
758,NACO Industries,,"Jul 21, 2006",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/886
759,Bombardier,,"Jul 25, 2006",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/887
760,Barry's Building Center,,"Aug 03, 2006",2.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/888
761,InkCycle,Lenexa,"Aug 24, 2006",390.0,WARN,"17501 W 98th Street; Lenexa, Kansas 66214",https://www.kansasworks.com/search/warn_lookups/889
762,The Boeing Company,,"Aug 21, 2006",118.0,WARN,,https://www.kansasworks.com/search/warn_lookups/890
763,Augusta Apple Market,,"Sep 05, 2006",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/891
764,Accenture,,"Aug 29, 2006",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/893
765,Cosentino's Food Stores/Price Chopper,Overland Park,"Sep 08, 2006",91.0,WARN,"9628 Nall; Overland Park,",https://www.kansasworks.com/search/warn_lookups/894
766,Colgate-Palmolive,,"Sep 05, 2006",250.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/895
767,Suntron - Midwest Operation,,"Sep 08, 2006",182.0,WARN,,https://www.kansasworks.com/search/warn_lookups/896
768,Prairie State Bank,,"Sep 01, 2006",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/897
769,Colgate-Palmolive,,"Sep 15, 2006",240.0,WARN,,https://www.kansasworks.com/search/warn_lookups/898
770,Food 4 Less,,"Aug 29, 2006",14.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/899
771,KAC Sappa Valley Ranch,,"Sep 28, 2006",47.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/900
772,Arrow Electronics,,"Oct 12, 2006",82.0,WARN,,https://www.kansasworks.com/search/warn_lookups/901
773,CertainTeed,McPherson,"Oct 31, 2006",120.0,WARN,"500 First Avenue; McPherson,",https://www.kansasworks.com/search/warn_lookups/902
774,Eaton Corporation,,"Aug 28, 2006",212.0,WARN,,https://www.kansasworks.com/search/warn_lookups/903
775,The Boeing Company,,"Nov 21, 2006",34.0,WARN,,https://www.kansasworks.com/search/warn_lookups/904
776,Archer Daniels Midland Company,,"Nov 08, 2006",54.0,WARN,,https://www.kansasworks.com/search/warn_lookups/905
777,J & J Oil,,"Nov 30, 2006",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/906
778,Big Sky Distributors,,"Dec 11, 2006",110.0,WARN,,https://www.kansasworks.com/search/warn_lookups/907
779,Slacks Bar and Grill,,"Dec 12, 2006",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/908
780,Northwest Airlines,,"Oct 05, 2006",22.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/909
781,Lab Corp,,"Sep 04, 2006",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/911
782,American Red Cross,,"Dec 01, 2006",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/914
783,CertainTeed Corporation,,"Oct 31, 2006",120.0,WARN,,https://www.kansasworks.com/search/warn_lookups/915
784,Bombardier,,"Jan 07, 2004",3.0,WARN,,https://www.kansasworks.com/search/warn_lookups/624
785,Tweco,,"Jan 06, 2004",5.0,WARN,,https://www.kansasworks.com/search/warn_lookups/625
786,BDalton,,"Jan 07, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/626
787,Lerner of New York,,"Jan 07, 2004",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/627
788,Tweco,,"Jan 13, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/628
789,Sykes,,"Jan 20, 2004",,WARN,,https://www.kansasworks.com/search/warn_lookups/629
790,Gadzooks,,"Jan 21, 2004",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/630
791,Raytheon Aircraft,,"Jan 20, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/631
792,Johns Manville,,"Jan 06, 2004",44.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/632
793,Sun Mart,,"Jan 06, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/633
794,TeleTech,,"Jan 27, 2004",790.0,WARN,,https://www.kansasworks.com/search/warn_lookups/634
795,Schult Homes,,"Jan 30, 2004",202.0,WARN,,https://www.kansasworks.com/search/warn_lookups/635
796,Tweco,,"Jan 19, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/636
797,Bombardier,,"Feb 04, 2004",,WARN,,https://www.kansasworks.com/search/warn_lookups/637
798,Gadzooks,,"Feb 06, 2004",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/638
799,K B Toys,,"Feb 06, 2004",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/639
800,Deerfield Grocery,,"Feb 12, 2004",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/640
801,Humane Society of High Plains,,"Feb 05, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/641
802,Appliance and Furniture Mart,,"Feb 23, 2004",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/642
803,Boeing,,"Feb 20, 2004",37.0,WARN,,https://www.kansasworks.com/search/warn_lookups/643
804,Direct Serve,,"Feb 26, 2004",45.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/644
805,Multi Community Diversified Services,,"Feb 26, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/645
806,Roost Family Resturant/Topeka Travel Plaza,,"Mar 16, 2004",85.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/646
807,Butterick/McCalls/Vogue Patterns & Wally's Wallcov,,"Mar 25, 2004",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/648
808,Carroll's Web,,"Mar 26, 2004",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/649
809,"Laidlaw Transit, Inc.",,"Mar 29, 2004",116.0,WARN,,https://www.kansasworks.com/search/warn_lookups/650
810,"Sykes Enterprises, Inc.",,"Apr 06, 2004",256.0,WARN,,https://www.kansasworks.com/search/warn_lookups/651
811,Bombardier,,"Apr 05, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/652
812,Archer Daniels Milling,,"Apr 01, 2004",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/653
813,Archer Daniels Milling,,"Apr 01, 2004",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/654
814,Archer Daniels Milling,,"Apr 01, 2004",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/655
815,Sykes,,"Apr 13, 2004",178.0,WARN,,https://www.kansasworks.com/search/warn_lookups/656
816,Golden Corral,,"Apr 15, 2004",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/657
817,MORE Inc,,"Apr 06, 2004",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/658
818,Boeing,,"Apr 16, 2004",27.0,WARN,,https://www.kansasworks.com/search/warn_lookups/659
819,Smith Aerospace,,"May 04, 2004",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/660
820,Wichita Area Technical College,,"May 04, 2004",55.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/661
821,Tru Circle,,"Apr 29, 2004",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/662
822,"Wittur, Inc",,"Apr 26, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/663
823,Ingersoll-Rand,,"Apr 12, 2004",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/664
824,Organized Living,,"Apr 22, 2004",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/665
825,Gap Outlet in Newton,,"May 04, 2004",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/666
826,Farmland Industires,,"Mar 01, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/667
827,Kansas Rehab Hospital,,"Mar 31, 2004",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/668
828,Great West Healthcare,,"Mar 15, 2004",65.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/669
829,Circuit City,,"Feb 16, 2004",44.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/670
830,Cardinal Brands,,"Jan 08, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/671
831,Vizworz,,"Jan 06, 2004",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/672
832,Leonard's Metal Inc,,"Feb 05, 2004",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/673
833,ALCOA,,"Apr 15, 2004",2.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/674
834,"Wittur, Inc.",,"May 18, 2004",83.0,WARN,,https://www.kansasworks.com/search/warn_lookups/675
835,Marley Cooling Technologies,,"May 26, 2004",31.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/676
836,Boeing,,"May 21, 2004",29.0,WARN,,https://www.kansasworks.com/search/warn_lookups/677
837,The Carriage House,,"May 20, 2004",42.0,WARN,,https://www.kansasworks.com/search/warn_lookups/678
838,Full Size Fashions,,"May 17, 2004",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/679
839,Accredo Health,,"Jun 16, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/680
840,Cargill Inc. (parent co. Horizon Milling),,"Jun 15, 2004",28.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/681
841,Golden Belt Co-op,,"Jun 21, 2004",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/682
842,Boeing,,"Jun 18, 2004",84.0,WARN,,https://www.kansasworks.com/search/warn_lookups/683
843,Bombardier,,"Jun 29, 2004",,WARN,,https://www.kansasworks.com/search/warn_lookups/684
844,MCI,,"Jun 25, 2004",566.0,WARN,,https://www.kansasworks.com/search/warn_lookups/685
845,Best Western Sundome,,"Jun 28, 2004",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/686
846,"Principal Residential Mortgage, Inc.",,"Jun 30, 2004",123.0,WARN,,https://www.kansasworks.com/search/warn_lookups/687
847,"Risk Management Alternatives, Inc.",,"Jul 01, 2004",,WARN,,https://www.kansasworks.com/search/warn_lookups/688
848,Swedish Crown and Vasa,,"Jul 08, 2004",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/689
849,Birch Telecom,,"Jul 02, 2004",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/690
850,Bombardier/Learjet,,"Jul 09, 2004",2.0,WARN,,https://www.kansasworks.com/search/warn_lookups/691
851,Harrington-Scanlon Roofing Co. Inc.,,"Jul 13, 2004",65.0,WARN,,https://www.kansasworks.com/search/warn_lookups/692
852,International Utility Structures (Kansas) Inc.,,"Jul 14, 2004",46.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/693
853,Classic Wood Interiors,,"Jul 15, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/694
854,Schneider Pallet,,"Jul 20, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/695
855,Via Christi,,"Jul 21, 2004",218.0,WARN,,https://www.kansasworks.com/search/warn_lookups/696
856,"Ace Electrical Acquisitions, LLC",,"Jul 27, 2004",123.0,WARN,,https://www.kansasworks.com/search/warn_lookups/697
857,Southwest Medical Center,,"Jul 29, 2004",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/698
858,KETCH,,"Jul 30, 2004",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/699
859,Guidant Sales Corporation,,"Jul 29, 2004",4.0,WARN,,https://www.kansasworks.com/search/warn_lookups/700
860,Pegasus Satellite Television,,"Aug 02, 2004",292.0,WARN,,https://www.kansasworks.com/search/warn_lookups/701
861,Guidant Sales Corporation,,"Aug 05, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/702
862,Guidant Sales Corporation,,"Aug 06, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/703
863,Guidant Sales Corporation,,"Aug 09, 2004",2.0,WARN,,https://www.kansasworks.com/search/warn_lookups/704
864,Guidant Sales Corporation,,"Aug 10, 2004",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/705
865,Shalimar Health Center,,"Aug 10, 2004",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/706
866,Big M Trucking,,"Aug 12, 2004",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/707
867,KSU - Extension Office,,"Aug 23, 2004",1.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/708
868,Nobody's Restaurant,,"Jun 04, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/709
869,Diamond Services,,"Aug 27, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/710
870,"Paraclete Credit Management, LLC",,"Aug 26, 2004",14.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/711
871,Southwest Irrigation,,"Aug 16, 2004",16.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/712
872,Teleperformance USA,,"Aug 30, 2004",41.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/713
873,Beliot Juvenile Correctional Facility,,"Aug 15, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/714
874,Bombardier,,"Sep 13, 2004",8.0,WARN,,https://www.kansasworks.com/search/warn_lookups/715
875,Pegasus,,"Sep 15, 2004",12.0,WARN,,https://www.kansasworks.com/search/warn_lookups/716
876,Raytheon,,"Sep 20, 2004",75.0,WARN,,https://www.kansasworks.com/search/warn_lookups/717
877,Certainteed Corporation,,"Jul 26, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/718
878,"Trigeant EP, Ltd",,"Sep 24, 2004",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/719
879,Payless Shoe Source,,"Sep 21, 2004",90.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/720
880,Payless ShoeSource,,"Jul 23, 2004",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/721
881,Amarillo Grill,,"Sep 10, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/722
882,Breakthrough House,,"Sep 06, 2004",108.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/723
883,Topeka Healthcare Center,,"Sep 03, 2004",70.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/724
884,Infinia at Central,,"Jun 24, 2004",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/725
885,GC Services,,"Jun 01, 2004",27.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/726
886,E & E Display,,"May 06, 2004",73.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/727
887,E & E Display Group,,"Jun 24, 2004",105.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/728
888,Sunflower Bank,,"Sep 07, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/729
889,AFG Glass,,"Sep 13, 2004",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/730
890,Alloway's Restaurant,,"Oct 04, 2004",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/731
891,Deluxe Corporation,,"Oct 07, 2004",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/732
892,Kaytee Products,,"Oct 19, 2004",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/733
893,Sara Lee Bakery Group,,"Oct 29, 2004",47.0,WARN,,https://www.kansasworks.com/search/warn_lookups/734
894,Bombardier,,"Nov 12, 2004",7.0,WARN,,https://www.kansasworks.com/search/warn_lookups/735
895,"Bucher, Willis, & Ratcliff Corporation",,"Nov 12, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/736
896,CNA Insurance,,"Nov 17, 2004",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/737
897,Capgemini,,"Nov 18, 2004",51.0,WARN,,https://www.kansasworks.com/search/warn_lookups/738
898,"CST Industries, Inc.",,"Dec 03, 2004",58.0,WARN,,https://www.kansasworks.com/search/warn_lookups/739
899,"Haldex Brakes, Inc.",,"Dec 01, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/741
900,Bombardier,,"Oct 09, 2004",51.0,WARN,,https://www.kansasworks.com/search/warn_lookups/742
901,Bombardier,,"Dec 15, 2004",2.0,WARN,,https://www.kansasworks.com/search/warn_lookups/743
902,Carroll's Web,,"Dec 09, 2004",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/744
903,The Alzheimer's Center of Kansas City,,"Dec 27, 2004",,WARN,,https://www.kansasworks.com/search/warn_lookups/745
904,Milepost Transportation,,"Dec 28, 2004",10.0,WARN,,https://www.kansasworks.com/search/warn_lookups/746
905,"Rhodes Grocery, Inc.",,"Dec 27, 2004",63.0,WARN,,https://www.kansasworks.com/search/warn_lookups/747
906,Berkley Risk Administrators,,"Nov 16, 2004",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/755
907,Berkley Risk Administrators,,"Nov 16, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/756
908,Union Tank Car Co.,,"Dec 03, 2004",36.0,WARN,,https://www.kansasworks.com/search/warn_lookups/760
909,State Of Ks-Dept of Labor,,"Oct 15, 2004",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/773
910,Bracketts Inc,,"Nov 04, 2004",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/774
911,Cargill Inc. (parent company Horizon Milling,,"Jun 08, 2004",28.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/791
912,BOC Gases,,"Feb 28, 2003",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/179
913,Raytheon Aircraft,,"Oct 03, 2003",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/582
914,Northern Sun - Division of ADM,,"Jan 04, 2003",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/450
915,J.C. Penney Company,,"Jan 10, 2003",329.0,WARN,,https://www.kansasworks.com/search/warn_lookups/452
916,Sprint,,"Jan 15, 2003",,WARN,,https://www.kansasworks.com/search/warn_lookups/454
917,KMART,,"Jan 12, 2003",100.0,WARN,,https://www.kansasworks.com/search/warn_lookups/455
918,KMART,,"Jan 12, 2003",100.0,WARN,,https://www.kansasworks.com/search/warn_lookups/456
919,KMART,,"Jan 12, 2003",100.0,WARN,,https://www.kansasworks.com/search/warn_lookups/457
920,"Lovebox, Inc.",,"Jan 10, 2003",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/458
921,C-Hawk Construction Inc,,"Jan 31, 2003",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/461
922,Southwestern Bell,,"Jan 16, 2003",122.0,WARN,,https://www.kansasworks.com/search/warn_lookups/462
923,K-Mart,,"Mar 01, 2003",85.0,WARN,,https://www.kansasworks.com/search/warn_lookups/463
924,Boeing,,"Jan 20, 2003",,WARN,,https://www.kansasworks.com/search/warn_lookups/464
925,"PCCS, Inc.",,"Jan 20, 2003",96.0,WARN,,https://www.kansasworks.com/search/warn_lookups/466
926,Great Bend Manufacturing,,"Jan 14, 2003",45.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/467
927,DSWK,,"Jan 17, 2003",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/468
928,Raytheon AIrcraft,,"Jan 22, 2003",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/469
929,Kansas Childrens Service League,,"Jan 10, 2003",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/470
930,Bombardier/Learjet,,"Jan 30, 2003",8.0,WARN,,https://www.kansasworks.com/search/warn_lookups/473
931,Verizon Wireless,,"Feb 05, 2003",116.0,WARN,,https://www.kansasworks.com/search/warn_lookups/474
932,SRS,,"Jan 31, 2003",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/475
933,Everest Connections,,"Feb 07, 2003",,WARN,,https://www.kansasworks.com/search/warn_lookups/476
